Peak ID,Retention Time,Aggregate M/Z,Polarity,Compound Name,Predicted Structure (smiles),ID,
0,,50.0043,-,,,,
1,,50.2807,-,,,,
2,,50.4272,-,,,,
3,,50.4732,-,,,,
4,,50.5736,-,,,,
5,,50.8674,-,,,,
6,,50.9839,-,,,,
7,,51.0250,-,,,,
8,,51.1619,-,,,,
9,,51.4522,-,,,,
10,,52.4869,-,,,,
11,,53.0155,-,,,,
12,,53.4657,-,,,,
13,,53.4839,-,,,,
14,,53.5257,-,,,,
15,,53.6159,-,,,,
16,,53.6750,-,,,,
17,,53.8255,-,,,,
18,,53.9719,-,,,,
19,,53.9967,-,,,,
20,,54.1215,-,,,,
21,,54.2731,-,,,,
22,,54.4249,-,,,,
23,,54.5548,-,,,,
24,,55.0194,-,,,,
25,,55.0485,-,,,,
26,,55.1708,-,,,,
27,,55.3240,-,,,,
28,,55.4756,-,,,,
29,,55.5366,-,,,,
30,,55.6275,-,,,,
31,,55.7091,-,,,,
32,,55.7788,-,,,,
33,,55.8642,-,,,,
34,,55.9286,-,,,,
35,,56.0139,-,,,,
36,,56.0791,-,,,,
37,,56.0950,-,,,,
38,,56.2314,-,,,,
39,,56.3638,-,,,,
40,,56.3821,-,,,,
41,,56.4772,-,,,,
42,,56.5348,-,,,,
43,,56.8375,-,,,,
44,,56.9615,-,,,,
45,,56.9992,-,,,,
46,,57.0350,-,,,,
47,,57.0612,-,,,,
48,,57.3038,-,,,,
49,,57.4570,-,,,,
50,,57.5135,-,,,,
51,,57.6090,-,,,,
52,,57.7595,-,,,,
53,,57.9778,-,,,,
54,,58.0322,-,,,,
55,,58.5266,-,,,,
56,,58.9934,-,,,,
57,,59.0148,-,,,,
58,,59.1423,-,,,,
59,,59.5870,-,,,,
60,,59.6208,-,,,,
61,,59.7771,-,,,,
62,,60.0181,-,,,,
63,,60.0439,-,,,,
64,,60.1057,-,,,,
65,,60.9881,-,,,,
66,,61.3256,-,,,,
67,,61.8082,-,,,,
68,,61.9894,-,,,,
69,,62.2319,-,,,,
70,,62.3649,-,,,,
71,,62.3898,-,,,,
72,,62.4532,-,,,,
73,,62.6096,-,,,,
74,,62.7763,-,,,,
75,,62.8543,-,,,,
76,,63.0957,-,,,,
77,,63.3973,-,,,,
78,,64.0301,-,,,,
79,,64.3751,-,,,,
80,,64.5356,-,,,,
81,,64.5662,-,,,,
82,,64.6995,-,,,,
83,,64.7835,-,,,,
84,,64.8603,-,,,,
85,,64.9504,-,,,,
86,,65.0189,-,,,,
87,,65.0470,-,,,,
88,,65.1106,-,,,,
89,,65.1818,-,,,,
90,,65.2726,-,,,,
91,,65.3415,-,,,,
92,,65.5047,-,,,,
93,,65.5465,-,,,,
94,,65.6665,-,,,,
95,,65.8289,-,,,,
96,,65.9941,-,,,,
97,,66.0341,-,,,,
98,,66.6458,-,,,,
99,,66.8103,-,,,,
100,,67.0307,-,,,,
101,,67.0564,-,,,,
102,,68.0505,-,,,,
103,,68.2617,-,,,,
104,,68.8845,-,,,,
105,,68.9961,-,,,,
106,,69.0343,-,,,,
107,,70.0000,-,,,,
108,,70.0306,-,,,,
109,,70.0581,-,,,,
110,,70.1017,-,,,,
111,,70.9237,-,,,,
112,,71.0144,-,,,,
113,,71.0503,-,,,,
114,,71.0770,-,,,,
115,,71.1148,-,,,,
116,,71.8897,-,,,,
117,,71.9328,-,,,,
118,,72.0156,-,,,,
119,,72.0483,-,,,,
120,,72.1248,-,,,,
121,,72.4577,-,,,,
122,,72.9940,-,,,,
123,,73.0296,-,,,,
124,,73.7977,-,,,,
125,,74.0023,-,,,,
126,,74.0274,-,,,,
127,,74.0514,-,,,,
128,,74.1673,-,,,,
129,,74.3367,-,,,,
130,,74.4349,-,,,,
131,,74.6021,-,,,,
132,,74.6765,-,,,,
133,,74.7736,-,,,,
134,,74.8169,-,,,,
135,,74.8495,-,,,,
136,,74.9423,-,,,,
137,,74.9659,-,,,,
138,,75.0089,-,,,,
139,,75.0437,-,,,,
140,,75.1922,-,,,,
141,,75.3276,-,,,,
142,,75.3631,-,,,,
143,,75.5359,-,,,,
144,,76.9614,-,,,,
145,,76.9836,-,,,,
146,,78.0352,-,,,,
147,,78.0632,-,,,,
148,,78.2762,-,,,,
149,,78.9382,-,,,,
150,,78.9593,-,,,,
151,,79.0185,-,,,,
152,,79.7950,-,,,,
153,,79.9577,-,,,,
154,,80.9516,-,,,,
155,,80.9816,-,,,,
156,,81.0135,-,,,,
157,,81.0342,-,,,,
158,,81.7358,-,,,,
159,,81.9533,-,,,,
160,,81.9815,-,,,,
161,,82.0304,-,,,,
162,,82.9784,-,,,,
163,,83.0142,-,,,,
164,,83.0493,-,,,,
165,,84.0094,-,,,,
166,,84.0469,-,,,,
167,,84.3423,-,,,,
168,,84.5252,-,,,,
169,,84.5880,-,,,,
170,,84.6255,-,,,,
171,,84.8067,-,,,,
172,,84.9911,-,,,,
173,,85.0072,-,,,,
174,,85.0295,-,,,,
175,,85.0655,-,,,,
176,,85.1502,-,,,,
177,,85.2474,-,,,,
178,,85.4241,-,,,,
179,,85.5173,-,,,,
180,,85.6071,-,,,,
181,,85.7741,-,,,,
182,,85.7912,-,,,,
183,,85.9864,-,,,,
184,,86.0255,-,,,,
185,,86.0619,-,,,,
186,,86.8606,-,,,,
187,,86.9875,-,,,,
188,,87.0090,-,,,,
189,,87.0676,-,,,,
190,,87.0940,-,,,,
191,,87.1234,-,,,,
192,,87.3459,-,,,,
193,,87.8444,-,,,,
194,,88.0134,-,,,,
195,,88.0406,-,,,,
196,,88.0999,-,,,,
197,,89.0028,-,,,,
198,,89.0244,-,,,,
199,,89.0460,-,,,,
200,,89.1667,-,,,,
201,,89.2069,-,,,,
202,,89.2471,-,,,,
203,,89.3254,-,,,,
204,,89.9182,-,,,,
205,,90.0280,-,,,,
206,,90.0583,-,,,,
207,,90.9990,-,,,,
208,,91.0405,-,,,,
209,,91.0544,-,,,,
210,,92.0482,-,,,,
211,,92.3110,-,,,,
212,,92.5223,-,,,,
213,,92.7881,-,,,,
214,,92.9279,-,,,,
215,,92.9506,-,,,,
216,,93.0182,-,,,,
217,,93.0446,-,,,,
218,,94.8581,-,,,,
219,,94.9250,-,,,,
220,,94.9556,-,,,,
221,,94.9811,-,,,,
222,,95.0146,-,,,,
223,,95.0480,-,,,,
224,,95.3491,-,,,,
225,,95.3763,-,,,,
226,,95.5356,-,,,,
227,,95.6151,-,,,,
228,,95.7259,-,,,,
229,,95.8489,-,,,,
230,,96.1886,-,,,,
231,,96.3169,-,,,,
232,,96.3721,-,,,,
233,,96.9224,-,,,,
234,,96.9699,-,,,,
235,,97.1328,-,,,,
236,,97.3875,-,,,,
237,,97.9177,-,,,,
238,,97.9760,-,,,,
239,,98.0244,-,,,,
240,,98.0606,-,,,,
241,,98.9721,-,,,,
242,,99.0080,-,,,,
243,,99.0815,-,,,,
244,,99.1278,-,,,,
245,,99.9256,-,,,,
246,,99.9716,-,,,,
247,,100.0124,-,,,,
248,,100.0406,-,,,,
249,,100.0722,-,,,,
250,,100.1240,-,,,,
251,,100.9019,-,,,,
252,,100.9334,-,,,,
253,,100.9679,-,,,,
254,,101.0019,-,,,,
255,,101.0239,-,,,,
256,,101.0932,-,,,,
257,,101.9685,-,,,,
258,,101.9902,-,,,,
259,,102.0306,-,,,,
260,,102.0554,-,,,,
261,,102.9384,-,,,,
262,,102.9558,-,,,,
263,,102.9753,-,,,,
264,,103.0155,-,,,,
265,,103.0395,-,,,,
266,,103.0906,-,,,,
267,,103.1099,-,,,,
268,,103.1656,-,,,,
269,,103.1924,-,,,,
270,,103.2329,-,,,,
271,,103.4409,-,,,,
272,,103.6321,-,,,,
273,,104.0100,-,,,,
274,,104.0428,-,,,,
275,,104.0833,-,,,,
276,,104.2155,-,,,,
277,,104.8850,-,,,,
278,,104.9544,-,,,,
279,,104.9991,-,,,,
280,,105.0195,-,,,,
281,,105.0537,-,,,,
282,,105.0785,-,,,,
283,,106.0110,-,,,,
284,,106.0296,-,,,,
285,,106.0413,-,,,,
286,,106.0650,-,,,,
287,,106.4773,-,,,,
288,,106.5844,-,,,,
289,,106.7855,-,,,,
290,,106.8653,-,,,,
291,,106.9806,-,,,,
292,,107.0367,-,,,,
293,,107.0852,-,,,,
294,,107.1068,-,,,,
295,,107.1767,-,,,,
296,,107.2598,-,,,,
297,,107.4634,-,,,,
298,,107.6498,-,,,,
299,,107.9975,-,,,,
300,,108.0215,-,,,,
301,,108.0455,-,,,,
302,,108.0756,-,,,,
303,,108.1115,-,,,,
304,,108.8771,-,,,,
305,,108.9025,-,,,,
306,,108.9921,-,,,,
307,,109.0041,-,,,,
308,,109.0293,-,,,,
309,,109.0490,-,,,,
310,,109.1575,-,,,,
311,,109.1851,-,,,,
312,,109.2298,-,,,,
313,,109.2490,-,,,,
314,,109.3588,-,,,,
315,,109.9539,-,,,,
316,,109.9677,-,,,,
317,,110.0322,-,,,,
318,,110.0569,-,,,,
319,,110.1006,-,,,,
320,,110.8987,-,,,,
321,,110.9780,-,,,,
322,,111.0189,-,,,,
323,,111.0457,-,,,,
324,,111.0767,-,,,,
325,,111.0987,-,,,,
326,,111.1434,-,,,,
327,,111.1737,-,,,,
328,,111.9143,-,,,,
329,,111.9473,-,,,,
330,,112.0169,-,,,,
331,,112.0400,-,,,,
332,,112.0737,-,,,,
333,,112.1133,-,,,,
334,,112.9389,-,,,,
335,,112.9858,-,,,,
336,,113.0224,-,,,,
337,,113.0599,-,,,,
338,,113.7632,-,,,,
339,,113.9258,-,,,,
340,,113.9435,-,,,,
341,,113.9889,-,,,,
342,,114.0558,-,,,,
343,,114.0873,-,,,,
344,,114.1262,-,,,,
345,,114.3901,-,,,,
346,,114.9367,-,,,,
347,,114.9826,-,,,,
348,,114.9932,-,,,,
349,,115.0040,-,,,,
350,,115.0401,-,,,,
351,,115.4491,-,,,,
352,,115.9205,-,,,,
353,,116.0088,-,,,,
354,,116.0505,-,,,,
355,,116.0713,-,,,,
356,,116.1426,-,,,,
357,,116.1556,-,,,,
358,,116.1671,-,,,,
359,,116.2046,-,,,,
360,,116.2328,-,,,,
361,,116.2670,-,,,,
362,,116.5222,-,,,,
363,,116.9268,-,,,,
364,,116.9529,-,,,,
365,,116.9939,-,,,,
366,,117.0196,-,,,,
367,,117.0543,-,,,,
368,,117.7907,-,,,,
369,,117.9253,-,,,,
370,,117.9812,-,,,,
371,,118.0229,-,,,,
372,,118.0551,-,,,,
373,,118.2649,-,,,,
374,,118.2979,-,,,,
375,,118.3114,-,,,,
376,,118.5218,-,,,,
377,,118.7304,-,,,,
378,,118.8111,-,,,,
379,,118.9242,-,,,,
380,,118.9469,-,,,,
381,,118.9914,-,,,,
382,,119.0348,-,,,,
383,,119.0867,-,,,,
384,,119.1683,-,,,,
385,,119.2199,-,,,,
386,,119.4374,-,,,,
387,,119.9259,-,,,,
388,,120.0429,-,,,,
389,,120.0667,-,,,,
390,,120.2022,-,,,,
391,,120.2277,-,,,,
392,,120.9105,-,,,,
393,,120.9472,-,,,,
394,,120.9721,-,,,,
395,,120.9959,-,,,,
396,,121.0399,-,,,,
397,,121.0680,-,,,,
398,,121.9567,-,,,,
399,,121.9989,-,,,,
400,,122.0247,-,,,,
401,,122.0581,-,,,,
402,,122.9689,-,,,,
403,,123.3105,-,,,,
404,,123.9687,-,,,,
405,,124.0225,-,,,,
406,,124.0397,-,,,,
407,,124.1709,-,,,,
408,,124.9332,-,,,,
409,,124.9661,-,,,,
410,,125.0001,-,,,,
411,,125.0342,-,,,,
412,,125.0664,-,,,,
413,,125.0967,-,,,,
414,,125.1700,-,,,,
415,,125.9785,-,,,,
416,,126.0032,-,,,,
417,,126.0288,-,,,,
418,,126.0558,-,,,,
419,,126.0895,-,,,,
420,,126.9062,-,,,,
421,,127.0009,-,,,,
422,,127.0245,-,,,,
423,,127.0488,-,,,,
424,,127.0731,-,,,,
425,,127.1298,-,,,,
426,,127.3218,-,,,,
427,,127.3850,-,,,,
428,,127.9759,-,,,,
429,,128.0088,-,,,,
430,,128.0351,-,,,,
431,,128.2036,-,,,,
432,,128.2438,-,,,,
433,,128.4542,-,,,,
434,,128.9338,-,,,,
435,,128.9752,-,,,,
436,,129.0185,-,,,,
437,,129.0559,-,,,,
438,,129.0915,-,,,,
439,,129.1316,-,,,,
440,,129.1948,-,,,,
441,,129.2228,-,,,,
442,,129.2687,-,,,,
443,,129.4137,-,,,,
444,,130.0870,-,,,,
445,,130.2563,-,,,,
446,,130.3187,-,,,,
447,,130.7430,-,,,,
448,,130.9301,-,,,,
449,,130.9580,-,,,,
450,,130.9921,-,,,,
451,,131.0118,-,,,,
452,,131.0351,-,,,,
453,,131.0707,-,,,,
454,,131.1470,-,,,,
455,,131.2135,-,,,,
456,,131.3783,-,,,,
457,,131.4650,-,,,,
458,,131.9149,-,,,,
459,,131.9911,-,,,,
460,,132.0301,-,,,,
461,,132.0502,-,,,,
462,,132.0727,-,,,,
463,,132.3763,-,,,,
464,,132.8975,-,,,,
465,,132.9232,-,,,,
466,,132.9453,-,,,,
467,,132.9968,-,,,,
468,,133.0138,-,,,,
469,,133.0500,-,,,,
470,,133.2839,-,,,,
471,,133.3254,-,,,,
472,,133.3638,-,,,,
473,,133.4025,-,,,,
474,,133.9235,-,,,,
475,,134.0246,-,,,,
476,,134.0476,-,,,,
477,,134.2204,-,,,,
478,,134.4049,-,,,,
479,,134.8949,-,,,,
480,,134.9181,-,,,,
481,,134.9456,-,,,,
482,,134.9846,-,,,,
483,,135.0318,-,,,,
484,,135.0463,-,,,,
485,,136.0401,-,,,,
486,,136.0774,-,,,,
487,,136.1464,-,,,,
488,,136.1821,-,,,,
489,,136.8925,-,,,,
490,,136.9210,-,,,,
491,,136.9612,-,,,,
492,,136.9845,-,,,,
493,,137.0244,-,,,,
494,,137.0704,-,,,,
495,,137.1026,-,,,,
496,,137.1654,-,,,,
497,,137.9918,-,,,,
498,,138.0250,-,,,,
499,,138.0560,-,,,,
500,,138.0759,-,,,,
501,,138.9179,-,,,,
502,,138.9576,-,,,,
503,,139.0011,-,,,,
504,,139.0217,-,,,,
505,,139.0557,-,,,,
506,,139.4410,-,,,,
507,,139.9623,-,,,,
508,,140.0070,-,,,,
509,,140.0349,-,,,,
510,,140.0722,-,,,,
511,,140.1013,-,,,,
512,,140.9599,-,,,,
513,,141.0164,-,,,,
514,,141.0901,-,,,,
515,,141.1589,-,,,,
516,,141.9396,-,,,,
517,,141.9599,-,,,,
518,,141.9845,-,,,,
519,,142.0205,-,,,,
520,,142.0505,-,,,,
521,,142.0854,-,,,,
522,,142.1228,-,,,,
523,,142.9409,-,,,,
524,,142.9557,-,,,,
525,,142.9603,-,,,,
526,,142.9889,-,,,,
527,,143.0083,-,,,,
528,,143.0350,-,,,,
529,,143.1074,-,,,,
530,,143.1806,-,,,,
531,,143.4336,-,,,,
532,,143.5564,-,,,,
533,,143.6409,-,,,,
534,,143.9841,-,,,,
535,,144.0449,-,,,,
536,,144.0659,-,,,,
537,,144.1024,-,,,,
538,,144.1500,-,,,,
539,,144.9222,-,,,,
540,,144.9629,-,,,,
541,,144.9902,-,,,,
542,,145.0139,-,,,,
543,,145.0588,-,,,,
544,,145.0975,-,,,,
545,,145.1998,-,,,,
546,,145.2452,-,,,,
547,,145.2944,-,,,,
548,,145.3406,-,,,,
549,,145.4382,-,,,,
550,,146.0027,-,,,,
551,,146.0203,-,,,,
552,,146.0461,-,,,,
553,,146.0673,-,,,,
554,,146.6944,-,,,,
555,,146.9592,-,,,,
556,,146.9842,-,,,,
557,,147.0300,-,,,,
558,,147.0446,-,,,,
559,,147.0657,-,,,,
560,,147.6373,-,,,,
561,,147.9983,-,,,,
562,,148.0435,-,,,,
563,,148.0679,-,,,,
564,,148.1335,-,,,,
565,,148.2422,-,,,,
566,,148.9401,-,,,,
567,,148.9819,-,,,,
568,,149.0300,-,,,,
569,,149.0424,-,,,,
570,,149.0662,-,,,,
571,,150.0188,-,,,,
572,,150.0537,-,,,,
573,,150.1920,-,,,,
574,,150.9974,-,,,,
575,,151.0258,-,,,,
576,,151.0830,-,,,,
577,,151.1123,-,,,,
578,,151.1739,-,,,,
579,,152.0356,-,,,,
580,,152.1334,-,,,,
581,,152.2141,-,,,,
582,,152.6889,-,,,,
583,,152.9396,-,,,,
584,,152.9609,-,,,,
585,,152.9909,-,,,,
586,,153.0187,-,,,,
587,,153.0420,-,,,,
588,,153.2770,-,,,,
589,,153.3227,-,,,,
590,,153.3617,-,,,,
591,,153.4094,-,,,,
592,,153.5342,-,,,,
593,,153.6680,-,,,,
594,,153.9933,-,,,,
595,,154.0222,-,,,,
596,,154.0610,-,,,,
597,,154.2942,-,,,,
598,,154.8751,-,,,,
599,,154.9303,-,,,,
600,,154.9739,-,,,,
601,,155.0114,-,,,,
602,,155.0318,-,,,,
603,,155.0772,-,,,,
604,,155.1699,-,,,,
605,,155.4180,-,,,,
606,,155.9445,-,,,,
607,,155.9797,-,,,,
608,,156.0302,-,,,,
609,,156.0676,-,,,,
610,,156.0993,-,,,,
611,,156.1468,-,,,,
612,,156.5622,-,,,,
613,,156.9367,-,,,,
614,,156.9914,-,,,,
615,,157.0122,-,,,,
616,,157.0505,-,,,,
617,,157.1228,-,,,,
618,,157.2007,-,,,,
619,,157.2379,-,,,,
620,,157.2706,-,,,,
621,,157.9392,-,,,,
622,,157.9631,-,,,,
623,,158.0179,-,,,,
624,,158.0819,-,,,,
625,,158.1212,-,,,,
626,,158.9370,-,,,,
627,,159.0775,-,,,,
628,,159.2595,-,,,,
629,,159.3030,-,,,,
630,,159.4122,-,,,,
631,,159.9355,-,,,,
632,,159.9754,-,,,,
633,,160.0100,-,,,,
634,,160.0619,-,,,,
635,,160.2156,-,,,,
636,,160.8910,-,,,,
637,,160.9374,-,,,,
638,,161.0463,-,,,,
639,,161.3077,-,,,,
640,,161.3515,-,,,,
641,,161.3935,-,,,,
642,,161.9394,-,,,,
643,,161.9724,-,,,,
644,,162.0488,-,,,,
645,,162.0728,-,,,,
646,,162.1418,-,,,,
647,,162.3998,-,,,,
648,,162.9380,-,,,,
649,,162.9534,-,,,,
650,,162.9812,-,,,,
651,,163.0407,-,,,,
652,,163.0604,-,,,,
653,,163.1455,-,,,,
654,,164.0227,-,,,,
655,,164.0397,-,,,,
656,,164.0716,-,,,,
657,,164.2862,-,,,,
658,,164.6137,-,,,,
659,,164.9570,-,,,,
660,,164.9973,-,,,,
661,,165.0181,-,,,,
662,,165.0570,-,,,,
663,,165.0734,-,,,,
664,,165.1666,-,,,,
665,,165.9617,-,,,,
666,,166.0519,-,,,,
667,,166.0754,-,,,,
668,,166.3486,-,,,,
669,,166.9221,-,,,,
670,,166.9600,-,,,,
671,,166.9949,-,,,,
672,,167.0419,-,,,,
673,,167.0824,-,,,,
674,,167.1408,-,,,,
675,,167.1930,-,,,,
676,,167.3917,-,,,,
677,,167.9637,-,,,,
678,,168.0275,-,,,,
679,,168.1860,-,,,,
680,,168.9532,-,,,,
681,,168.9914,-,,,,
682,,169.0274,-,,,,
683,,169.0621,-,,,,
684,,169.0967,-,,,,
685,,169.1761,-,,,,
686,,169.9931,-,,,,
687,,170.0453,-,,,,
688,,170.0772,-,,,,
689,,170.0967,-,,,,
690,,170.1202,-,,,,
691,,170.9275,-,,,,
692,,170.9487,-,,,,
693,,170.9810,-,,,,
694,,171.0112,-,,,,
695,,171.1019,-,,,,
696,,171.6069,-,,,,
697,,172.0145,-,,,,
698,,172.0442,-,,,,
699,,172.0748,-,,,,
700,,172.0976,-,,,,
701,,172.1335,-,,,,
702,,172.1766,-,,,,
703,,172.2555,-,,,,
704,,172.7837,-,,,,
705,,172.9902,-,,,,
706,,173.0087,-,,,,
707,,173.0459,-,,,,
708,,173.1022,-,,,,
709,,173.4041,-,,,,
710,,173.9930,-,,,,
711,,174.0403,-,,,,
712,,174.0804,-,,,,
713,,174.2407,-,,,,
714,,174.9489,-,,,,
715,,175.0615,-,,,,
716,,175.3187,-,,,,
717,,175.3721,-,,,,
718,,175.6473,-,,,,
719,,175.9541,-,,,,
720,,175.9775,-,,,,
721,,176.0642,-,,,,
722,,176.0904,-,,,,
723,,176.1801,-,,,,
724,,176.9105,-,,,,
725,,176.9484,-,,,,
726,,177.0398,-,,,,
727,,177.0656,-,,,,
728,,177.0919,-,,,,
729,,177.1492,-,,,,
730,,177.9005,-,,,,
731,,177.9479,-,,,,
732,,177.9800,-,,,,
733,,178.0515,-,,,,
734,,178.1475,-,,,,
735,,178.9112,-,,,,
736,,179.0224,-,,,,
737,,179.0559,-,,,,
738,,179.3043,-,,,,
739,,179.3388,-,,,,
740,,179.9462,-,,,,
741,,179.9800,-,,,,
742,,180.0308,-,,,,
743,,180.0655,-,,,,
744,,180.2873,-,,,,
745,,180.8966,-,,,,
746,,180.9416,-,,,,
747,,180.9851,-,,,,
748,,181.0329,-,,,,
749,,181.0704,-,,,,
750,,181.0941,-,,,,
751,,181.1481,-,,,,
752,,181.9399,-,,,,
753,,181.9828,-,,,,
754,,182.0126,-,,,,
755,,182.0456,-,,,,
756,,182.0690,-,,,,
757,,182.2589,-,,,,
758,,182.9479,-,,,,
759,,183.0055,-,,,,
760,,183.0485,-,,,,
761,,183.1096,-,,,,
762,,183.1374,-,,,,
763,,183.1813,-,,,,
764,,183.9084,-,,,,
765,,183.9449,-,,,,
766,,184.0020,-,,,,
767,,184.0590,-,,,,
768,,184.1638,-,,,,
769,,184.3825,-,,,,
770,,184.8975,-,,,,
771,,184.9856,-,,,,
772,,185.0093,-,,,,
773,,185.0518,-,,,,
774,,185.0889,-,,,,
775,,185.1158,-,,,,
776,,185.1538,-,,,,
777,,185.1986,-,,,,
778,,185.9003,-,,,,
779,,185.9997,-,,,,
780,,186.0418,-,,,,
781,,186.0774,-,,,,
782,,186.1141,-,,,,
783,,186.1587,-,,,,
784,,186.8975,-,,,,
785,,186.9481,-,,,,
786,,187.0022,-,,,,
787,,187.0382,-,,,,
788,,187.0729,-,,,,
789,,187.1062,-,,,,
790,,187.1296,-,,,,
791,,187.2180,-,,,,
792,,187.9377,-,,,,
793,,187.9960,-,,,,
794,,188.0154,-,,,,
795,,188.0545,-,,,,
796,,188.0899,-,,,,
797,,188.2167,-,,,,
798,,188.9011,-,,,,
799,,188.9751,-,,,,
800,,189.0031,-,,,,
801,,189.0443,-,,,,
802,,189.0768,-,,,,
803,,189.9773,-,,,,
804,,190.0187,-,,,,
805,,190.0546,-,,,,
806,,190.0748,-,,,,
807,,190.1459,-,,,,
808,,190.9102,-,,,,
809,,190.9740,-,,,,
810,,191.0192,-,,,,
811,,191.0526,-,,,,
812,,191.2876,-,,,,
813,,191.3980,-,,,,
814,,191.9760,-,,,,
815,,192.0263,-,,,,
816,,192.0651,-,,,,
817,,192.1034,-,,,,
818,,192.8838,-,,,,
819,,192.9308,-,,,,
820,,192.9891,-,,,,
821,,193.0254,-,,,,
822,,193.0715,-,,,,
823,,193.0958,-,,,,
824,,193.1416,-,,,,
825,,193.9645,-,,,,
826,,193.9879,-,,,,
827,,194.0451,-,,,,
